bulk_id,trip,vehicle_speed,time_stamp,o_s2_b2_voltage,calculated_engine_load,engine_rpm,spark_advance,absolute_load_value,throttle_position,relative_throttle_position,absolute_throttle_position,ap_pos_d,ap_pos_e,o_s1_b1_fuel_air_equivalence_ratio,short_term_fuel_trim_b1,long_term_fuel_trim_b1,mass_air_flow_rate,absolute_barometric_pressure,engine_coolant_temperature,intake_air_temperature,ambient_air_temperature
37093398,4,48,02/08/2024 09:00,0,31.7647,1279,62.7451,15,17.2549,0,49.02,16.08,32.16,12.5857,0,-0.7813,2.87,99,91,39,31
37093399,4,38,02/08/2024 09:00,0,31.7647,1349,38.0392,18,17.2549,0,50.2,19.61,36.47,13.5924,0,-0.7813,2.87,99,91,39,31
37093400,4,27,02/08/2024 09:00,0.055,91.3726,1735,58.0392,61,30.1961,0,50.2,19.61,36.47,13.5924,0,-0.7813,13.2,99,90,39,31
37093401,4,34,02/08/2024 09:00,0.855,91.3726,1735,58.0392,61,30.1961,11.76,65.88,32.16,47.84,14.3007,0,0.7813,13.26,99,90,39,31
37093402,4,34,02/08/2024 09:00,0.855,94.902,1453,55.6863,62,30.1961,12.16,65.49,32.16,47.84,14.7,0,-0.7813,11.9,99,90,39,31
37093403,4,38,02/08/2024 09:00,0.82,94.902,1470,55.6863,63,30.1961,11.37,65.1,31.37,46.67,14.7,0,-0.7813,11.9,99,89,39,31
37093404,4,43,02/08/2024 09:00,0.8,81.5686,1083,61.5686,23,30.1961,11.37,65.1,31.37,46.67,14.7,0,-2.3438,9.82,98,90,39,31
37093405,4,43,02/08/2024 09:00,0.8,81.5686,1083,61.5686,23,17.2549,0,47.06,16.08,32.16,14.7,0,-0.7813,3.6,98,90,39,31
37093406,4,42,02/08/2024 09:00,0,34.1176,1293,62.7451,18,17.2549,0,49.02,16.08,32.16,12.5857,0,-0.7813,3.23,98,90,39,31
37093407,4,32,02/08/2024 09:00,0,38.8235,1051,55.2941,25,18.0392,0,50.2,16.08,32.16,12.5857,0,-0.7813,3.23,99,90,39,31
37093408,4,15,02/08/2024 09:00,0.035,52.9412,1232,52.1569,25,18.0392,0,50.2,16.08,32.16,13.5924,0.7813,-0.7813,3.73,99,90,39,31
37093409,4,15,02/08/2024 09:00,0.035,52.9412,1232,52.1569,52,23.9216,5.88,57.25,26.27,41.96,13.5924,1.5625,-2.3438,10.15,99,90,39,31
37093410,4,14,02/08/2024 09:00,0.095,82.7451,1233,59.2157,57,24.3137,7.06,58.82,28.63,44.71,14.7,0.7813,-2.3438,10.15,99,90,39,31
37093411,4,24,02/08/2024 09:00,0.855,90.1961,1214,55.2941,59,25.8824,8.24,60.39,29.02,44.71,14.7,0.7813,-2.3438,9.68,99,89,39,31
37093412,4,29,02/08/2024 09:00,0.82,84.3137,1107,58.0392,53,23.1373,5.1,56.47,26.27,42.35,14.7,3.125,-3.9063,8.18,99,90,39,30
37093413,4,33,02/08/2024 09:00,0.8,48.2353,1128,57.2549,54,23.9216,5.88,57.25,25.88,41.57,14.7,3.125,-3.9063,5.35,99,90,39,30
37093414,4,32,02/08/2024 09:00,0.135,33.3333,1270,30.1961,18,17.2549,0,49.41,16.08,32.16,14.7,0,-0.7813,3.31,99,90,39,30
37093415,4,27,02/08/2024 09:00,0.015,44.3137,1146,53.7255,25,18.0392,0,50.2,16.08,32.16,13.5924,0.7813,-0.7813,3.79,98,91,39,30
37093416,4,16,02/08/2024 09:00,0.035,43.5294,1121,56.8627,17,17.2549,1.18,50.98,21.57,37.65,13.5924,-3.125,-1.5625,8.42,99,90,39,30
37093417,4,15,02/08/2024 09:00,0.095,76.8627,1267,63.5294,47,23.1373,6.27,56.47,25.49,41.18,13.5924,3.125,-3.125,9.14,99,90,39,30
37093418,4,19,02/08/2024 09:00,0.66,27.8431,1364,33.3333,11,16.8627,0,48.24,16.08,32.16,14.7,2.3438,-0.7813,1.67,98,90,39,30
37093419,4,18,02/08/2024 09:00,0.875,27.451,1280,62.7451,15,16.8627,0,48.63,16.08,32.16,12.5857,0,-0.7813,3.09,99,90,39,30
37093420,4,15,02/08/2024 09:00,0.015,60.3922,1421,47.451,47,22.3529,3.14,54.9,22.75,38.82,13.5924,-2.3438,-3.125,9.34,98,90,39,30
37093421,4,18,02/08/2024 09:00,0.075,70.5882,1417,69.0196,45,21.9608,2.75,54.51,22.35,38.04,13.5924,3.9063,-1.5625,6.6,99,90,39,30
37093422,4,18,02/08/2024 09:00,0.78,42.7451,1066,41.9608,14,16.4706,0,47.84,16.08,32.16,14.4874,-6.25,-0.7813,3.54,99,90,39,30
37093423,4,18,02/08/2024 09:00,0.78,42.7451,1066,53.7255,25,18.0392,2.35,53.33,21.57,37.25,14.7,-6.25,-2.3438,7.42,99,90,39,30
37093424,4,18,02/08/2024 09:01,0.82,78.8235,1176,61.1765,47,22.3529,5.1,56.08,25.1,40.78,14.7,2.3438,-3.125,8.04,98,90,40,30
37093425,4,18,02/08/2024 09:01,0.8,46.2745,1375,70.5882,48,21.1765,5.49,54.51,23.14,39.22,14.7,0.7813,-0.7813,1.92,99,90,40,30
37093426,4,19,02/08/2024 09:01,0.8,72.1569,1105,64.7059,38,19.6078,3.92,52.55,22.75,38.43,14.7,-2.3438,-0.7813,6.71,99,90,40,30
37093427,4,20,02/08/2024 09:01,0.78,60.3922,1087,67.451,13,15.6863,0,47.45,22.75,38.43,14.7,-2.3438,0,6.45,99,90,40,30
37093428,4,23,02/08/2024 09:01,0.78,60.3922,1087,67.451,13,15.6863,0,47.45,19.61,36.08,14.7,-5.4688,3.125,8.23,98,90,40,30
37093429,4,23,02/08/2024 09:01,0.78,82.7451,1102,59.2157,49,21.1765,3.92,51.76,17.25,32.55,14.7,-0.7813,2.3438,7.25,98,90,40,30
37093430,4,24,02/08/2024 09:01,0.76,65.4902,1534,66.6667,20,16.8627,0,49.41,16.86,32.55,14.7,-0.7813,2.3438,7.25,98,90,40,30
37093431,4,22,02/08/2024 09:01,0.76,41.9608,1078,53.7255,25,17.6471,0,49.41,16.86,32.55,14.7,-4.6875,-0.7813,3.53,99,91,40,30
37093432,4,18,02/08/2024 09:01,0.74,41.9608,1078,53.7255,25,17.6471,0,49.41,16.08,32.16,14.7,-4.6875,-0.7813,2.75,98,91,40,30
37093433,4,18,02/08/2024 09:01,0.74,34.902,1420,63.5294,23,18.0392,0,47.84,16.08,32.16,14.7,-5.4688,-0.7813,1.95,98,91,40,30
37093434,4,14,02/08/2024 09:01,0.74,31.7647,785,56.8627,24,16.8627,0,47.84,16.08,32.16,14.7,-5.4688,-0.7813,1.95,98,91,40,30
37093435,4,3,02/08/2024 09:01,0.74,31.7647,785,56.8627,24,16.8627,0,52.94,16.08,32.16,14.7,0,-0.7813,3.54,99,91,40,30
37093436,4,3,02/08/2024 09:01,0.74,92.549,147,54.5098,86,16.8627,0,50.2,16.08,32.16,11.7598,0,-0.7813,0.23,99,91,40,30
37093437,4,3,02/08/2024 09:01,0.74,92.549,147,54.5098,86,16.8627,0,50.2,16.08,32.16,11.7598,0,-0.7813,0.23,99,91,40,30
37093438,4,3,02/08/2024 09:01,0.74,92.549,147,54.5098,86,16.8627,0,50.2,16.08,32.16,11.7598,0,-0.7813,0.23,99,91,40,30
37093439,4,3,02/08/2024 09:01,0.74,92.549,147,54.5098,86,16.8627,0,50.2,16.08,32.16,11.7598,0,-0.7813,0.23,99,91,40,30
37093440,4,3,02/08/2024 09:01,0.74,92.549,147,54.5098,86,16.8627,0,50.2,16.08,32.16,11.7598,0,-0.7813,0.23,99,91,40,30
37093441,4,0,02/08/2024 09:01,,,,,,,,,,,,0,0,,,0,0,0
37093442,4,0,02/08/2024 09:01,,,,,,,,,,,,0,0,,,0,0,0
37093444,4,0,02/08/2024 10:08,,,,,,,,,,,,0,0,,,0,0,0
37093445,4,0,02/08/2024 10:08,0.015,76.0784,829,43.5294,42,18.4314,0,50.2,16.08,,,0,0,,,0,0,0
37093446,4,3,02/08/2024 10:08,0.075,76.0784,829,43.5294,42,18.4314,0,50.2,16.08,32.16,14.7,-0.7813,0.7813,4.14,99,80,45,33
37093447,4,3,02/08/2024 10:08,0.075,62.7451,813,52.1569,36,17.6471,0,49.41,16.08,32.16,14.7,3.9063,0.7813,3.9,99,80,45,33
37093448,4,3,02/08/2024 10:08,0.055,61.5686,809,52.9412,37,17.6471,0,49.41,16.08,32.16,14.7,3.9063,0.7813,3.9,99,80,45,33
37093449,4,0,02/08/2024 10:08,0.015,0,0,54.1176,0,18.0392,0,49.41,16.08,32.16,14.7,0,0.7813,2.29,99,80,45,33
37093450,4,0,02/08/2024 10:08,0.015,0,0,54.1176,0,18.0392,0,50.2,16.08,32.16,14.7,0,0.7813,2.29,99,80,45,33
37093451,4,0,02/08/2024 10:08,0.015,0,0,54.1176,0,18.0392,0,50.2,16.08,32.16,14.7,0,0.7813,2.29,99,80,45,33
37093452,4,0,02/08/2024 10:08,0.015,0,0,54.1176,0,18.0392,0,50.2,16.08,32.16,14.7,0,0.7813,2.29,99,80,45,33
37093453,4,0,02/08/2024 10:08,0.015,0,0,54.1176,0,18.0392,0,50.2,16.08,32.16,14.7,0,0.7813,2.29,99,80,45,33
37093454,4,0,02/08/2024 10:08,0.015,0,0,54.1176,0,18.0392,0,50.2,16.08,32.16,14.7,0,0.7813,2.29,99,80,45,33
37093455,4,0,02/08/2024 10:09,,,,,,,,,,,,0,0,,,0,0,0
37093456,4,0,02/08/2024 10:09,,,,,,,,,,,,0,0,,,0,0,0
37093457,4,0,02/08/2024 10:09,,,,,,,,,,,,0,0,,,0,0,0
37093458,4,0,02/08/2024 10:09,,,,,,,,,,,,0,0,,,0,0,0
37093459,4,0,02/08/2024 10:09,,,,,,,,,,,,0,0,,,0,0,0
37093461,4,0,02/08/2024 16:49,,,,,,,,,,,,0,0,,,0,0,0
37093462,4,0,02/08/2024 16:49,0.015,63.1373,1192,65.8824,41,19.2157,,,,,,0,0,,,0,0,0
37093463,4,0,02/08/2024 16:50,0.015,63.1373,1192,65.8824,41,19.2157,0,50.59,18.43,34.51,14.9014,-19.5313,3.125,5.32,98,35,33,30
37093464,4,8,02/08/2024 16:50,0.015,63.9216,998,56.0784,43,18.4314,0,50.2,16.86,32.55,14.9014,-19.5313,3.125,5.32,98,35,33,30
37093465,4,6,02/08/2024 16:50,0.015,66.6667,1079,65.4902,44,19.6078,1.18,51.76,20,35.29,14.9014,-19.5313,3.125,5.98,98,35,34,30
37093466,4,8,02/08/2024 16:50,0.015,70.1961,1307,69.0196,44,19.6078,1.18,51.76,20,35.29,14.9014,-12.5,0.7813,7.67,98,36,34,30
37093467,4,8,02/08/2024 16:50,0.015,70.1961,1307,69.0196,41,20.7843,2.75,53.73,20.78,37.25,14.9014,-4.6875,0,8.35,98,36,35,30
37093468,4,10,02/08/2024 16:50,0.015,52.1569,1172,57.2549,35,20.3922,2.35,53.33,20.78,36.47,14.9014,-4.6875,0,8.35,98,36,35,30
37093469,4,10,02/08/2024 16:50,0.015,72.549,1604,72.1569,43,21.5686,2.35,53.33,20.78,36.47,14.9014,-14.8438,1.5625,6.04,98,37,35,30
37093470,4,11,02/08/2024 16:50,0.015,72.549,1604,72.1569,43,21.5686,3.14,53.73,21.18,33.73,14.8166,-10.1563,3.125,5.45,98,38,35,30
37093471,4,11,02/08/2024 16:50,0.015,55.2941,1182,57.6471,29,18.8235,0,50.2,16.08,32.16,14.9014,-19.5313,3.9063,5.45,98,38,35,30
37093472,4,7,02/08/2024 16:50,0.015,85.098,1182,57.6471,29,18.8235,0,50.2,16.08,32.16,14.9014,-19.5313,3.9063,5.01,98,38,35,30
37093473,4,7,02/08/2024 16:50,0.015,85.098,1617,61.1765,58,25.8824,7.45,61.96,28.63,44.31,14.9014,-19.5313,3.9063,5.01,98,38,35,30
37093474,4,18,02/08/2024 16:50,0.015,85.098,1617,61.1765,58,25.8824,7.45,61.96,28.63,44.31,14.7,-5.4688,0,11.1,98,40,35,30
37093475,4,18,02/08/2024 16:50,0.015,100,1455,57.2549,69,30.1961,11.37,65.49,31.37,47.45,14.7,-4.6875,0.7813,13.65,98,40,35,30
37093476,4,26,02/08/2024 16:50,0.015,98.4314,1298,56.4706,65,30.1961,11.37,65.49,31.37,47.45,14.7,-4.6875,0.7813,13.65,98,40,35,30
37093477,4,26,02/08/2024 16:50,0.015,98.4314,1298,56.4706,65,27.8431,9.41,62.75,29.41,45.1,14.7,-5.4688,0,10.82,98,42,35,30
37093478,4,31,02/08/2024 16:50,0.015,76.8627,1122,46.2745,26,17.6471,0,50.2,16.08,32.16,14.7,0,3.125,4.68,98,42,35,30
37093479,4,31,02/08/2024 16:50,0.015,42.3529,1302,30.1961,23,18.0392,0,50.2,16.08,32.16,14.0154,0,3.9063,2.31,98,43,35,30
37093480,4,26,02/08/2024 16:50,0.015,35.6863,1195,56.4706,20,17.2549,0,49.41,16.08,32.16,14.7,0,3.9063,2.31,98,43,35,30
37093481,4,26,02/08/2024 16:50,0.015,35.6863,1195,56.4706,20,17.2549,0,49.41,16.08,32.16,14.7,-19.5313,3.9063,6.9,98,43,35,30
37093482,4,13,02/08/2024 16:50,0.015,96.4706,1699,58.8235,70,30.9804,13.33,65.88,32.16,47.84,14.7,-19.5313,3.9063,6.9,98,44,35,30
37093483,4,24,02/08/2024 16:50,0.015,89.8039,1130,58.4314,61,30.9804,13.33,65.88,32.16,47.84,14.7,-5.4688,0,10.79,98,44,35,30
37093484,4,27,02/08/2024 16:50,0.015,89.8039,1130,58.4314,61,23.9216,3.92,52.16,20.39,36.47,14.7,-4.6875,-0.7813,8.9,98,45,35,30
37093485,4,27,02/08/2024 16:50,0.015,94.5098,1190,54.5098,67,29.4118,12.16,65.1,31.76,49.02,14.7,-4.6875,0,15,98,46,35,30
37093486,4,29,02/08/2024 16:50,0.015,99.6078,1926,58.8235,69,33.3333,15.69,69.02,34.12,50.2,14.7,-4.6875,0,15,98,46,35,30
37093487,4,37,02/08/2024 16:50,0.015,100,1681,57.6471,70,33.3333,15.69,69.02,34.12,50.2,14.7,-3.9063,0,15.34,98,47,35,30
37093488,4,41,02/08/2024 16:50,0.015,100,1681,57.6471,70,32.549,15.29,69.02,33.73,49.8,14.7,-4.6875,0,15.32,98,48,35,30
37093489,4,41,02/08/2024 16:50,0.015,98.8235,1764,58.8235,69,32.9412,15.69,69.02,33.73,49.41,14.7,-3.9063,0,14.95,98,48,35,30
37093490,4,44,02/08/2024 16:50,0.015,98.0392,1792,59.2157,67,32.9412,14.9,68.63,33.73,49.41,14.7,-3.9063,0,14.95,98,48,35,30
37093491,4,46,02/08/2024 16:50,0.015,93.3333,1436,58.8235,59,24.7059,7.06,68.63,33.73,49.41,14.7,-3.9063,0,15.37,98,50,34,30
37093492,4,48,02/08/2024 16:50,0.055,93.3333,1436,58.8235,59,24.7059,7.06,58.04,22.35,37.25,14.7,-6.25,0,6.23,98,51,34,30
37093493,4,48,02/08/2024 16:51,0.055,41.5686,1334,30.1961,23,17.6471,0,49.8,16.08,32.16,12.5857,0,3.9063,3.54,98,51,34,30
37093494,4,44,02/08/2024 16:51,0,35.2941,1307,65.098,20,17.6471,0,49.8,16.08,32.16,12.5857,0,3.9063,3.46,98,52,35,30
37093495,4,34,02/08/2024 16:51,0,29.0196,1282,64.7059,21,17.6471,0,49.8,16.08,32.16,12.5857,0,3.9063,2.17,98,52,35,30
37093496,4,25,02/08/2024 16:51,0,32.1569,1119,58.0392,18,16.8627,0,48.63,16.08,32.16,12.5857,0,3.125,2.78,98,52,35,30
37093497,4,21,02/08/2024 16:51,0,32.549,1153,63.9216,32,19.6078,3.14,53.73,23.53,39.22,13.5924,-8.5938,0,10.62,98,51,35,30
37093498,4,21,02/08/2024 16:51,0,90.9804,1136,55.2941,48,21.5686,4.31,54.51,23.14,39.22,13.5924,-0.7813,0,8.79,98,51,35,30
37093499,4,22,02/08/2024 16:51,0.835,96.8627,1344,55.6863,65,29.0196,12.16,64.31,30.59,46.27,14.1235,-2.3438,0,10.29,98,51,35,30
37093500,4,25,02/08/2024 16:51,0.835,98.0392,1323,55.2941,63,26.6667,9.02,58.43,21.57,35.69,14.7,-3.125,0.7813,4.17,98,52,35,30
37093501,4,27,02/08/2024 16:51,0.855,46.2745,1067,58.8235,28,18.0392,0,51.37,16.08,32.16,14.7,-10.1563,3.9063,4.01,98,53,35,30
37093502,4,22,02/08/2024 16:51,0.855,47.451,1034,61.1765,29,18.0392,0,50.2,16.08,32.16,14.7,-12.5,3.9063,4.09,98,53,35,30
37093503,4,4,02/08/2024 16:51,0.855,59.6078,810,59.2157,41,18.0392,0,50.2,16.08,32.16,14.7,-9.375,3.9063,4.03,98,53,35,30
37093504,4,3,02/08/2024 16:51,0.855,65.8824,844,52.549,41,18.4314,0,50.59,16.08,32.16,14.7,-9.375,3.9063,4.67,98,53,35,30
37093505,4,0,02/08/2024 16:51,0.855,66.2745,849,52.1569,41,17.6471,0,49.8,16.08,32.16,14.7,-7.0313,3.9063,4.14,98,54,35,30
37093506,4,0,02/08/2024 16:51,0.855,61.9608,819,52.549,38,17.6471,0,49.41,16.08,32.16,14.7,-5.4688,3.9063,3.89,98,54,35,30
37093507,4,0,02/08/2024 16:51,0.855,60.7843,813,54.902,36,17.2549,0,49.41,16.08,32.16,14.7,-3.9063,3.9063,3.82,98,54,35,29
37093508,4,0,02/08/2024 16:51,0.835,61.1765,803,56.4706,37,17.2549,0,49.41,16.08,32.16,14.7,-3.125,3.9063,3.95,98,55,35,29
37093509,4,0,02/08/2024 16:51,0.835,62.3529,816,51.7647,38,17.6471,0,49.41,16.08,32.16,14.7,-2.3438,3.9063,3.96,98,55,35,30
37093510,4,0,02/08/2024 16:51,0.835,62.3529,816,51.7647,38,17.6471,0,49.41,16.08,32.16,14.7,-3.125,3.9063,3.87,98,55,35,30
37093511,4,0,02/08/2024 16:51,0.835,62.3529,812,53.7255,38,17.6471,0,49.41,16.08,32.16,14.7,-3.125,3.9063,4.01,98,55,35,30
37093512,4,0,02/08/2024 16:51,0.835,62.7451,821,54.902,47,19.2157,1.18,50.59,16.08,32.16,14.7,-3.125,3.9063,4.01,98,55,35,30
37093513,4,4,02/08/2024 16:51,0.835,62.3529,807,54.902,47,19.2157,1.18,50.59,16.08,32.16,14.7,-4.6875,3.9063,3.87,98,55,35,30
37093514,4,4,02/08/2024 16:51,0.835,62.3529,807,52.9412,36,17.6471,0,49.8,16.08,32.16,14.7,-4.6875,3.9063,4.01,98,55,35,30
37093515,4,3,02/08/2024 16:51,0.835,94.5098,1803,65.4902,16,17.6471,0,59.22,20.78,35.69,14.7,-10.1563,3.125,4.01,98,55,35,30
37093516,4,9,02/08/2024 16:51,0.835,92.1569,1994,60.7843,67,30.9804,13.73,68.24,32.94,35.69,14.7,-10.1563,3.125,4.4,98,56,35,30
37093517,4,19,02/08/2024 16:51,0.8,96.8627,1892,60.7843,67,30.9804,13.73,68.24,32.94,48.63,14.7,0.7813,-2.3438,21.81,98,56,35,30
37093518,4,19,02/08/2024 16:51,0.8,96.8627,1892,60.3922,54,26.6667,9.02,62.75,30.2,46.27,14.7,-3.125,0,15.43,98,56,35,30
37093519,4,27,02/08/2024 16:51,0.78,96.4706,1429,56.0784,65,28.6275,10.59,63.53,29.8,45.49,14.7,-5.4688,0,15.43,98,56,35,30
37093520,4,32,02/08/2024 16:51,0.78,94.5098,1266,56.8627,58,23.9216,5.88,57.65,25.1,45.49,14.7,-5.4688,0,10.78,98,57,35,30
37093521,4,33,02/08/2024 16:51,0.76,92.1569,1160,56.8627,58,23.9216,5.88,57.65,25.1,40.78,14.7,-2.3438,0,8.93,98,58,35,30
37093522,4,33,02/08/2024 16:51,0.76,92.1569,1160,54.902,60,23.5294,4.31,54.51,22.35,37.65,14.7,-1.5625,-0.7813,3.78,98,59,35,30
37093523,4,35,02/08/2024 16:52,0.76,32.549,1293,30.1961,16,16.4706,0,47.84,16.08,32.16,12.5857,0,-0.7813,3.78,98,59,35,30
37093524,4,28,02/08/2024 16:52,0,27.8431,1357,65.098,16,17.2549,0,49.02,16.08,32.16,12.5857,0,3.9063,2.45,98,60,35,30
37093525,4,21,02/08/2024 16:52,0,28.6275,1317,64.7059,16,16.8627,0,48.63,16.08,32.16,12.5857,0,3.9063,2.82,98,60,35,30
37093526,4,12,02/08/2024 16:52,0.015,53.7255,982,51.7647,30,16.8627,0,48.63,16.08,32.16,12.5857,0,3.9063,5.15,98,59,35,30
37093527,4,12,02/08/2024 16:52,0.015,53.7255,982,51.7647,30,18.0392,0,50.59,16.08,32.16,13.5924,-14.0625,3.9063,5.37,98,59,35,30
37093528,4,6,02/08/2024 16:52,0.035,63.5294,807,51.3725,39,18.0392,0,50.2,16.08,32.16,14.4479,-8.5938,3.9063,4.04,98,59,35,30
37093529,4,3,02/08/2024 16:52,0.075,63.9216,800,52.549,38,18.0392,0,50.2,16.08,32.16,14.4479,-8.5938,3.9063,4.04,98,59,35,30
37093530,4,0,02/08/2024 16:52,0.855,72.549,1142,60,38,18.0392,0,50.2,16.08,32.16,14.7,-5.4688,3.9063,3.93,98,60,36,30
37093531,4,0,02/08/2024 16:52,0.855,72.549,1142,60,50,21.5686,3.92,54.9,24.71,32.16,14.7,-2.3438,3.125,5.09,98,60,36,30
37093532,4,3,02/08/2024 16:52,0.835,66.6667,811,49.8039,40,17.6471,0,49.41,16.08,32.16,14.7,-5.4688,3.9063,3.96,98,60,36,30
37093533,4,3,02/08/2024 16:52,0.82,61.9608,851,56.0784,37,18.0392,0.39,50.2,19.61,32.16,14.7,-5.4688,3.9063,3.96,98,60,36,30
37093534,4,0,02/08/2024 16:52,0.82,61.9608,815,56.0784,37,18.0392,0.39,50.2,19.61,35.29,14.7,-1.5625,3.9063,4.81,98,60,36,30
37093535,4,0,02/08/2024 16:52,0.82,61.9608,815,53.7255,37,17.2549,0,49.41,16.08,32.16,14.7,-3.9063,3.9063,3.98,98,61,36,30
37093536,4,0,02/08/2024 16:52,0.8,62.7451,827,52.549,38,17.6471,0,49.41,16.08,32.16,14.7,-3.9063,3.9063,3.98,98,61,36,30
37093537,4,0,02/08/2024 16:52,0.8,76.8627,1250,49.4118,74,17.6471,0,49.41,16.08,32.16,14.7,-1.5625,3.9063,3.92,98,61,36,30
37093538,4,8,02/08/2024 16:52,0.8,76.8627,1250,49.4118,74,17.6471,0,53.73,22.75,38.04,14.7,-7.8125,-0.7813,13.67,98,61,36,30
37093539,4,8,02/08/2024 16:52,0.8,92.9412,2148,60,67,29.8039,11.37,64.31,30.98,47.06,14.7,0,0.7813,14.43,98,61,36,30
37093540,4,21,02/08/2024 16:52,0.78,90.9804,2103,61.9608,47,22.7451,0.39,49.02,16.08,32.16,14.7,-3.125,0.7813,14.43,98,61,36,30
37093541,4,27,02/08/2024 16:52,0.78,31.3725,1062,56.4706,20,16.4706,0,47.84,16.08,32.16,14.7,-16.4063,3.9063,2.46,98,61,36,30
37093542,4,20,02/08/2024 16:52,0.76,44.3137,979,46.2745,26,16.4706,0,48.24,16.08,32.16,14.7,-10.9375,3.9063,4.23,98,62,36,30
37093543,4,17,02/08/2024 16:52,0.76,50.1961,1071,54.5098,29,17.6471,0,50.2,16.08,32.16,14.7,-9.375,3.9063,3.98,98,63,36,30
37093544,4,14,02/08/2024 16:52,0.76,81.5686,1735,61.9608,60,25.4902,7.84,60,28.24,43.53,14.7,-7.8125,0,11.45,98,63,36,30
37093545,4,16,02/08/2024 16:52,0.76,99.2157,1435,54.902,65,29.8039,12.16,65.49,31.37,47.45,14.7,-2.3438,0.7813,13.35,98,63,36,30
37093546,4,27,02/08/2024 16:52,0.74,96.0784,1720,56.8627,65,31.7647,14.12,67.45,32.94,48.63,14.7,-0.7813,0.7813,14.46,98,63,37,30
37093547,4,31,02/08/2024 16:52,0.74,97.2549,1939,53.3333,68,33.3333,15.69,69.41,34.51,50.2,14.7,-0.7813,0.7813,14.81,98,63,37,30
37093548,4,35,02/08/2024 16:52,0.74,52.9412,1490,48.6275,16,16.0784,0,47.45,16.08,32.16,14.6704,0,3.9063,2.01,98,65,37,30
37093549,4,36,02/08/2024 16:52,0,28.6275,1300,43.9216,39,16.8627,0,49.02,16.08,32.16,12.5857,0,3.9063,2.73,98,65,37,30
37093550,4,33,02/08/2024 16:52,0.035,96.4706,1747,57.2549,67,32.9412,16.08,69.02,33.33,49.02,13.8678,-3.9063,0.7813,12.7,98,65,37,30
37093551,4,40,02/08/2024 16:52,0.835,98.0392,1382,54.902,65,31.3725,14.9,67.84,33.33,49.41,14.6547,-2.3438,0.7813,13.76,98,65,37,30
37093552,4,42,02/08/2024 16:52,0.82,54.5098,1253,36.4706,17,16.8627,0,49.02,16.08,35.69,14.7,-7.0313,2.3438,7.37,98,65,37,30
37093553,4,40,02/08/2024 16:53,0.82,38.4314,1307,30.1961,23,18.0392,0,49.8,16.08,32.16,12.5857,0,3.9063,3.87,98,66,37,30
37093554,4,29,02/08/2024 16:53,0,30.5882,1316,63.5294,21,17.6471,0,49.8,16.08,32.16,12.5857,0,3.9063,3.53,98,66,36,30
37093555,4,24,02/08/2024 16:53,0,32.1569,1065,52.549,18,16.8627,0,49.02,16.08,32.16,12.5857,0,3.125,2.43,98,66,36,30
37093556,4,18,02/08/2024 16:53,0,32.1569,1065,52.549,18,16.8627,0,48.63,16.08,32.16,13.5924,1.5625,3.9063,2.45,98,66,36,30
37093557,4,18,02/08/2024 16:53,0.055,67.451,1456,69.4118,18,16.4706,3.14,50.2,16.08,32.16,13.858,-6.25,3.9063,4.15,98,66,36,30
37093558,4,18,02/08/2024 16:53,0.095,50.1961,1050,54.5098,29,18.0392,0.78,50.2,16.08,32.16,13.858,-6.25,3.9063,4.15,98,66,37,30
37093559,4,13,02/08/2024 16:53,0.835,50.1961,1050,54.5098,29,18.0392,0.78,51.76,19.61,35.29,14.7,-8.5938,-0.7813,9.15,98,66,37,30
37093560,4,13,02/08/2024 16:53,0.835,65.4902,1214,58.8235,23,16.8627,0,48.63,16.08,32.16,14.7,-9.375,3.9063,3.92,98,66,37,30
37093561,4,13,02/08/2024 16:53,0.8,52.549,1332,70.9804,44,21.1765,3.14,54.12,25.1,40.78,14.7,-9.375,3.9063,3.92,98,66,37,30
37093562,4,14,02/08/2024 16:53,0.78,93.7255,1219,53.3333,63,26.6667,8.63,54.12,25.1,40.78,14.7,-1.5625,0,10.46,98,66,37,30
37093563,4,14,02/08/2024 16:53,0.78,93.7255,1219,53.3333,63,26.6667,8.63,60.78,27.84,43.92,14.7,-0.7813,0,10.46,98,66,37,30
37093564,4,28,02/08/2024 16:53,0.76,93.7255,1219,53.3333,63,26.6667,8.63,60.78,27.84,43.92,14.7,-0.7813,0,10.12,98,67,37,30
37093565,4,28,02/08/2024 16:53,0.76,98.8235,1472,54.5098,66,30.9804,12.94,66.67,33.33,49.41,14.7,-1.5625,0.7813,14.46,98,68,37,30
37093566,4,35,02/08/2024 16:53,0.76,96.4706,1706,56.8627,66,32.9412,16.47,70.98,35.69,51.37,14.7,-1.5625,0.7813,14.46,98,68,37,30
37093567,4,41,02/08/2024 16:53,0.74,99.6078,2189,56.0784,73,36.8627,18.82,70.98,35.69,51.37,14.7,-0.7813,-1.5625,17.51,98,68,37,30
37093568,4,45,02/08/2024 16:53,0.74,99.6078,2189,56.0784,73,36.8627,18.82,73.73,37.25,53.33,14.7,-0.7813,-2.3438,20.6,98,68,36,30
37093569,4,45,02/08/2024 16:53,0.74,99.2157,2103,55.2941,74,36.4706,18.43,73.33,36.86,52.94,14.7,-0.7813,-2.3438,20.45,98,69,36,30
37093570,4,48,02/08/2024 16:53,0.72,95.6863,1989,61.9608,23,19.2157,1.57,52.94,23.14,39.22,14.7,-0.7813,-2.3438,20.45,98,69,36,30
